Timepoint,protein_001,protein_002,protein_003,protein_004,protein_005,protein_006,protein_007,protein_008,protein_009,protein_010
1.49761,13.852311,14.110877,14.103047,14.080609,14.048108,14.012135,13.964357,13.877471,13.98858,14.109991
1.50481,13.848082,14.116172,14.097698,14.08033,14.052513,14.013591,13.960382,13.883198,13.984,14.110751
1.51201,13.843125,14.120846,14.093667,14.078507,14.055421,14.01335,13.95756,13.888199,13.980756,14.111643
1.51921,13.838234,14.12382,14.09212,14.073694,14.057056,14.011814,13.955916,13.891502,13.98063,14.112511
1.52641,13.834373,14.124897,14.092383,14.064968,14.05805,14.010082,13.954905,13.893498,13.984158,14.113541
1.53361,13.831658,14.124913,14.093575,14.053477,14.059438,14.008579,13.954192,13.894349,13.989921,14.115036
1.54081,13.830365,14.124567,14.095429,14.041206,14.06229,14.006596,13.953639,13.893707,13.996773,14.115716
1.54801,13.83088,14.123887,14.09737,14.029929,14.066935,14.004772,13.952913,13.891476,14.004682,14.114394
1.55521,13.832784,14.123317,14.098617,14.020745,14.072316,14.004264,13.951455,13.888576,14.012824,14.111026
1.56241,13.835612,14.122729,14.099154,14.014207,14.077291,14.005588,13.949776,13.885938,14.019492,14.10729
1.56961,13.838789,14.12166,14.100307,14.009148,14.081712,14.007804,13.949359,13.883855,14.024826,14.10409
1.57681,13.841927,14.120381,14.102317,14.005141,14.085906,14.009964,13.950677,13.882585,14.029996,14.10146
1.58401,13.844853,14.120619,14.103441,14.002965,14.089832,14.011339,13.952678,13.88263,14.034936,14.098431
1.59121,13.847315,14.123177,14.102682,14.004031,14.092604,14.011526,13.954452,13.884165,14.038942,14.094791
1.59841,13.848713,14.127236,14.100479,14.009151,14.093424,14.010257,13.95615,13.886982,14.042546,14.090807
1.60561,13.849505,14.131501,14.097679,14.01776,14.092395,14.00831,13.957768,13.891261,14.046007,14.087016
1.61281,13.850538,14.135364,14.094639,14.028522,14.08948,14.00663,13.959128,13.897543,14.048118,14.084777
1.62001,13.851766,14.137835,14.092102,14.039827,14.084311,14.005306,13.960741,13.905955,14.047861,14.085606
1.62721,13.852967,14.137717,14.090316,14.05052,14.077004,14.003908,13.96313,13.915276,14.045919,14.08976
1.63441,13.854282,14.134886,14.089136,14.058892,14.068422,14.002157,13.966125,13.92403,14.043836,14.095378
1.64161,13.855604,14.13096,14.087886,14.065193,14.058461,14.000356,13.968828,13.930876,14.041805,14.100076
1.64881,13.856425,14.127295,14.086826,14.071912,14.047272,13.999558,13.970115,13.934817,14.03939,14.102258
1.65601,13.856858,14.123916,14.087186,14.080747,14.036176,14.000656,13.96964,13.935468,14.037143,14.103026
1.66321,13.857737,14.120845,14.089719,14.090928,14.027341,14.003876,13.968373,13.934148,14.035795,14.104411
1.67041,13.859793,14.118749,14.09452,14.100953,14.02225,14.009295,13.967205,13.931902,14.0348,14.107034
1.67761,13.862986,14.11786,14.101238,14.110103,14.021093,14.016066,13.966482,13.92871,14.034221,14.110688
1.68481,13.8669,14.117951,14.10912,14.117266,14.023253,14.022552,13.967197,13.924061,14.035864,14.115591
1.69201,13.871626,14.119348,14.116853,14.121994,14.027929,14.02815,13.969814,13.918091,14.041124,14.121321
1.69921,13.877803,14.122655,14.124175,14.125293,14.034042,14.033226,13.973468,13.91144,14.050647,14.126899
1.70641,13.886668,14.12816,14.131978,14.129548,14.040842,14.037571,13.977101,13.905216,14.06527,14.132544
1.71361,13.899417,14.135291,14.141429,14.13609,14.04898,14.041119,13.981194,13.900925,14.086351,14.139663
1.72081,13.918004,14.142676,14.153289,14.144552,14.059161,14.044501,13.9863,13.899515,14.115375,14.150022
1.72801,13.945111,14.149812,14.167771,14.154002,14.070348,14.047948,13.992648,13.901238,14.154092,14.164342
1.73521,13.983435,14.15733,14.185121,14.165562,14.080888,14.051344,13.999788,13.905401,14.204503,14.182216
1.74241,14.036176,14.165801,14.205599,14.182108,14.089967,14.054444,14.007207,13.911126,14.270002,14.204265
1.74961,14.110052,14.176065,14.230712,14.206689,14.097397,14.057683,14.014907,13.917873,14.357092,14.232331
1.75681,14.215768,14.189905,14.263676,14.242942,14.103774,14.061858,14.023219,13.925658,14.475331,14.268409
1.76401,14.367651,14.208825,14.309619,14.295989,14.110232,14.068204,14.032021,13.934994,14.638329,14.314726
1.77121,14.58472,14.233592,14.374371,14.371395,14.118436,14.077396,14.041559,13.946326,14.863931,14.375829
1.77841,14.892259,14.265949,14.464579,14.474628,14.129836,14.090918,14.053203,13.960406,15.174876,14.458331
1.78561,15.321691,14.308211,14.587262,14.612894,14.145029,14.110784,14.068142,13.976793,15.598547,14.571098
1.79281,15.908358,14.363395,14.75076,14.796909,14.163934,14.138456,14.086375,13.994952,16.166949,14.72447
1.80001,16.688072,14.435764,14.96594,15.040052,14.187244,14.174885,14.108062,14.01468,16.914208,14.930936
1.80721,17.694553,14.531095,15.247235,15.357809,14.216342,14.222,14.135235,14.036695,17.874917,15.20388
1.81441,18.956622,14.656236,15.611399,15.76669,14.252915,14.282613,14.170659,14.061344,19.080769,15.556654
1.82161,20.492559,14.819315,16.075689,16.28272,14.299656,14.358955,14.215772,14.089526,20.555542,16.001673
1.82881,22.30725,15.029142,16.656011,16.918199,14.359981,14.453495,14.270494,14.12311,22.309025,16.550749
1.83601,24.392061,15.295498,17.365672,17.681558,14.437714,14.568977,14.33571,14.163154,24.336529,17.213027
1.84321,26.724919,15.627894,18.214294,18.576202,14.53737,14.708465,14.41379,14.209742,26.620342,17.993836
1.85041,29.267526,16.033631,19.206273,19.599504,14.664098,14.874703,14.506733,14.263352,29.12958,18.893355
1.85761,31.967581,16.517343,20.339511,20.740925,14.822645,15.070452,14.615997,14.32654,31.818934,19.904472
1.86481,34.76067,17.081205,21.603394,21.981017,15.017112,15.298298,14.7453,14.403569,34.630668,21.012127
1.87201,37.575663,17.723406,22.977494,23.290559,15.250299,15.561441,14.89985,14.498998,37.497589,22.194224
1.87921,40.340168,18.437732,24.432358,24.632184,15.523792,15.862483,15.082998,14.616388,40.345666,23.423699
1.88641,42.986077,19.215021,25.933169,25.964969,15.837729,16.202123,15.296035,14.758152,43.100767,24.671021
1.89361,45.455337,20.043194,27.444673,27.250619,16.190257,16.579037,15.539907,14.926177,45.697349,25.907486
1.90081,47.70609,20.908534,28.93497,28.459448,16.577504,16.991647,15.816327,15.121248,48.087446,27.107657
1.90801,49.714251,21.798457,30.378552,29.570692,16.995581,17.43796,16.12668,15.344343,50.246018,28.252447
1.91521,51.471991,22.703759,31.758176,30.569921,17.44112,17.91645,16.472159,15.59798,52.167457,29.32985
1.92241,52.993738,23.618396,33.066024,31.449812,17.912411,18.426579,16.854877,15.886748,53.864835,30.334048
1.92961,54.311402,24.541238,34.302637,32.210227,18.409373,18.970058,17.279082,16.215087,55.367958,31.265293
1.93681,55.468795,25.478773,35.477214,32.858327,18.933679,19.550434,17.749866,16.586331,56.721071,32.130539
1.94401,56.515885,26.444151,36.609303,33.410717,19.489812,20.173179,18.272778,17.004186,57.975445,32.942927
1.95121,57.509229,27.453309,37.725864,33.893323,20.08551,20.845811,18.855998,17.474628,59.193407,33.720835
1.95841,58.503344,28.523799,38.857491,34.33651,20.729205,21.578457,19.511214,18.005069,60.441078,34.486595
1.96561,59.54824,29.675053,40.035064,34.769075,21.429867,22.382407,20.250879,18.60277,61.776505,35.262388
1.97281,60.683072,30.923444,41.286919,35.213137,22.197286,23.268243,21.084597,19.274742,63.242048,36.06638
1.98001,61.934126,32.276496,42.629726,35.681957,23.039652,24.243264,22.016135,20.025617,64.861951,36.910669
1.98721,63.312049,33.733906,44.067108,36.18314,23.959119,25.30867,23.044317,20.855592,66.63699,37.798955
1.99441,64.809238,35.28903,45.591012,36.720294,24.950963,26.458365,24.163015,21.758633,68.543482,38.726808
2.00161,66.396569,36.927791,47.182547,37.291944,26.004643,27.680301,25.361066,22.722971,70.543038,39.684957
2.00881,68.026266,38.627341,48.810539,37.893474,27.10611,28.95593,26.622183,23.733245,72.585456,40.662874
2.01601,69.641539,40.355187,50.435925,38.516395,28.236474,30.26092,27.926074,24.772582,74.612354,41.647159
2.02321,71.184428,42.071776,52.019163,39.148337,29.372069,31.567435,29.247477,25.82117,76.562377,42.620815
2.03041,72.598591,43.736026,53.52326,39.773852,30.48932,32.84726,30.556424,26.857711,78.373605,43.564687
2.03761,73.830721,45.307903,54.913337,40.37784,31.567874,34.072463,31.821929,27.862144,79.989013,44.459219
2.04481,74.837132,46.749556,56.158118,40.946816,32.587389,35.217089,33.016666,28.817417,81.360978,45.285384
2.05201,75.5926,48.033922,57.235125,41.471014,33.527703,36.258873,34.120885,29.70693,82.457646,46.027402
2.05921,76.084985,49.145333,58.131563,41.944207,34.374914,37.182354,35.121058,30.518247,83.262658,46.675391
2.06641,76.310299,50.075657,58.839295,42.362693,35.123288,37.979617,36.008651,31.244971,83.777641,47.227313
2.07361,76.277136,50.822756,59.354739,42.727849,35.771031,38.649311,36.781367,31.888186,84.014692,47.685961
2.08081,76.010381,51.392241,59.68685,43.044663,36.318571,39.196164,37.442877,32.452135,83.996391,48.056003
2.08801,75.544199,51.794558,59.858239,43.319527,36.771031,39.631067,38.001538,32.943433,83.756373,48.344842
2.09521,74.916324,52.048691,59.895114,43.559006,37.140832,39.968389,38.469892,33.370519,83.333935,48.564806
2.10241,74.167165,52.179875,59.819614,43.770673,37.443771,40.222436,38.864321,33.743751,82.76689,48.729913
2.10961,73.337294,52.214483,59.65256,43.962482,37.692931,40.406894,39.200973,34.072878,82.092764,48.85562
2.11681,72.464383,52.178552,59.412039,44.144161,37.899668,40.536051,39.492395,34.365585,81.351075,48.957584
2.12401,71.577893,52.096983,59.111451,44.326418,38.07652,40.624364,39.74874,34.630742,80.573333,49.049646
2.13121,70.698838,51.989232,58.761439,44.518812,38.234605,40.685368,39.980287,34.879154,79.784082,49.142536
2.13841,69.843807,51.869594,58.376955,44.728554,38.378537,40.731483,40.199712,35.120019,79.005024,49.245162
2.14561,69.026859,51.751255,57.97452,44.96043,38.511315,40.773576,40.417073,35.358508,78.259433,49.364243
2.15281,68.259767,51.6447,57.569471,45.215171,38.637916,40.819695,40.639879,35.59957,77.565943,49.506001
2.16001,67.554115,51.558549,57.168848,45.493338,38.765383,40.875297,40.873524,35.847707,76.936147,49.677252
2.16721,66.919164,51.4994,56.776165,45.797866,38.898758,40.944308,41.121952,36.104634,76.376971,49.883373
2.17441,66.359725,51.472106,56.394884,46.132756,39.039709,41.028969,41.386308,36.370681,75.895695,50.126771
2.18161,65.878045,51.479881,56.029516,46.501604,39.188501,41.130358,41.666501,36.647241,75.496126,50.407955
2.18881,65.474957,51.524241,55.681124,46.906803,39.346839,41.250036,41.965195,36.935724,75.178124,50.72571
2.19601,65.146475,51.605906,55.351643,47.347018,39.516242,41.389369,42.285682,37.236124,74.941626,51.079619
2.20321,64.884364,51.72441,55.041134,47.817811,39.695667,41.548442,42.629681,37.547806,74.786031,51.468991
2.21041,64.68174,51.877866,54.745073,48.315385,39.885092,41.726251,42.994335,37.87029,74.708408,51.89192
2.21761,64.534117,52.063481,54.457033,48.835935,40.085769,41.921395,43.376933,38.203544,74.705381,52.347159
2.22481,64.435376,52.279215,54.174237,49.376518,40.298918,42.131708,43.777046,38.546223,74.773113,52.835316
2.23201,64.379072,52.523406,53.893588,49.937868,40.52396,42.35373,44.19518,38.895479,74.907321,53.354246
2.23921,64.363214,52.794394,53.611925,50.521295,40.758271,42.583082,44.630175,39.250477,75.103655,53.900039
2.24641,64.387097,53.090238,53.327071,51.126296,40.998753,42.817627,45.080097,39.611949,75.355194,54.471548
2.25361,64.446847,53.4066,53.039213,51.752812,41.243923,43.059043,45.543285,39.980395,75.653596,55.068339
2.26081,64.538142,53.738432,52.74724,52.401491,41.492512,43.308423,46.017854,40.357348,75.990565,55.688213
2.26801,64.660774,54.082596,52.448804,53.071518,41.741525,43.565264,46.50308,40.745755,76.360369,56.329638
2.27521,64.814461,54.438846,52.141598,53.762799,41.989114,43.830071,47.000839,41.145665,76.759752,56.994193
2.28241,64.99812,54.809773,51.826441,54.476342,42.235839,44.10365,47.514981,41.554059,77.189437,57.683995
2.28961,65.212334,55.199213,51.504678,55.213156,42.483256,44.383251,48.049723,41.968619,77.649881,58.400626
2.29681,65.460278,55.610214,51.175323,55.973673,42.733447,44.666418,48.606545,42.389136,78.140415,59.144865
2.30401,65.743565,56.043804,50.839533,56.757889,42.986599,44.954561,49.18349,42.816023,78.659856,59.91683
2.31121,66.061395,56.50013,50.501242,57.564721,43.24269,45.250915,49.777552,43.251319,79.208008,60.717187
2.31841,66.41251,56.978861,50.162918,58.393854,43.501939,45.558145,50.387271,43.69839,79.784501,61.545741
2.32561,66.797002,57.481606,49.821794,59.245164,43.764716,45.877417,51.014482,44.158916,80.388851,62.401323
2.33281,67.215119,58.01233,49.476164,60.117579,44.029316,46.209843,51.663327,44.631122,81.022424,63.284662
2.34001,67.666769,58.575612,49.12663,61.009064,44.296371,46.556898,52.336643,45.112406,81.686879,64.19921
2.34722,68.153545,59.174259,48.774015,61.918787,44.567129,46.919095,53.034899,45.602624,82.382389,65.147474
2.35442,68.678989,59.809232,48.418703,62.846473,44.842165,47.293965,53.759352,46.10368,83.107124,66.130374
2.36162,69.245652,60.479973,48.062452,63.792044,45.121171,47.680767,54.511455,46.616876,83.858598,67.149761
2.36882,69.854507,61.18552,47.707366,64.756042,45.403707,48.082443,55.291924,47.142683,84.634132,68.207021
2.37602,70.506987,61.925321,47.353381,65.73937,45.688867,48.501791,56.10277,47.683715,85.429427,69.303796
2.38322,71.204497,62.700968,46.999573,66.743165,45.976943,48.940916,56.948792,48.24194,86.240227,70.442923
2.39042,71.948215,63.516285,46.645268,67.766882,46.268736,49.403631,57.834328,48.814678,87.063453,71.628875
2.39762,72.740376,64.377892,46.290785,68.809061,46.564241,49.89477,58.76156,49.397659,87.898279,72.866026
2.40482,73.584577,65.292585,45.935467,69.868697,46.863179,50.417582,59.731659,49.989742,88.74356,74.158724
2.41202,74.485248,66.267382,45.57839,70.946212,47.165086,50.97511,60.747475,50.590194,89.598299,75.511077
2.41922,75.447187,67.308387,45.219835,72.043375,47.467818,51.57077,61.813671,51.195902,90.461694,76.927239
2.42642,76.476244,68.420588,44.860953,73.162125,47.769646,52.210828,62.934109,51.803104,91.33336,78.413898
2.43362,77.580011,69.609816,44.501928,74.304205,48.069099,52.903744,64.113208,52.411039,92.211652,79.981505
2.44082,78.769694,70.885964,44.142822,75.471995,48.365984,53.659056,65.357982,53.01899,93.095412,81.643202
2.44802,80.058732,72.26376,43.783333,76.669435,48.66184,54.485634,66.677275,53.623632,93.987265,83.414427
2.45522,81.462989,73.76086,43.420946,77.900823,48.958816,55.394328,68.080808,54.220827,94.893716,85.314082
2.46242,83.002556,75.397186,43.052244,79.171465,49.256745,56.396644,69.581933,54.809952,95.821434,87.362465
2.46962,84.699955,77.194867,42.676517,80.489448,49.554995,57.504329,71.197471,55.393257,96.77798,89.581528
2.47682,86.579575,79.177232,42.295279,81.864206,49.852852,58.729894,72.945496,55.973855,97.773484,91.998809
2.48402,88.668477,81.367683,41.911091,83.306208,50.149132,60.088903,74.845081,56.555278,98.819624,94.646605
2.49122,90.997295,83.791316,41.524743,84.825202,50.44377,61.598826,76.91649,57.142002,99.928592,97.557996
2.49842,93.596425,86.478596,41.135146,86.431238,50.739275,63.277141,79.181784,57.738786,101.114092,100.766158
2.50562,96.497886,89.461962,40.739498,88.13414,51.038871,65.140444,81.662472,58.349299,102.391322,104.302562
2.51282,99.732871,92.770914,40.334688,89.943033,51.344453,67.203418,84.378826,58.976296,103.776536,108.195049
2.52002,103.327895,96.430804,39.917042,91.862848,51.655361,69.477299,87.349327,59.62285,105.283332,112.465263
2.52722,107.302925,100.46181,39.486755,93.895026,51.970051,71.968519,90.588461,60.29224,106.920246,117.12602
2.53442,111.671167,104.874605,39.048748,96.037143,52.288089,74.678815,94.102434,60.986502,108.692023,122.179372
2.54162,116.434528,109.667932,38.606862,98.28125,52.60917,77.603283,97.889242,61.705708,110.600417,127.616499
2.54882,121.578989,114.828085,38.162414,100.611028,52.931238,80.730124,101.938199,62.446869,112.639347,133.412847
2.55602,127.075959,120.327089,37.716819,103.002903,53.252686,84.039151,106.227003,63.202144,114.794911,139.525552
2.56322,132.879771,126.121032,37.272845,105.427338,53.571101,87.498977,110.718545,63.961278,117.044225,145.895163
2.57042,138.927184,132.148762,36.832708,107.847488,53.879692,91.067552,115.362878,64.712693,119.355131,152.445796
2.57762,145.138536,138.332414,36.399719,110.217993,54.167747,94.694355,120.097553,65.441563,121.685811,159.083156
2.58482,151.419018,144.578459,35.977531,112.487501,54.425423,98.320043,124.847375,66.129178,123.987054,165.69614
2.59202,157.659655,150.778459,35.5701,114.603625,54.643483,101.877943,129.525539,66.755956,126.201894,172.161942
2.59922,163.739558,156.812444,35.180487,116.51231,54.810416,105.297382,134.038374,67.301355,128.270203,178.350257
2.60642,169.529449,162.554699,34.808423,118.158015,54.91239,108.50519,138.288767,67.74319,130.131965,184.127944
2.61362,174.896052,167.87753,34.452182,119.486999,54.936926,111.426735,142.178074,68.059082,131.726609,189.363079
2.62082,179.710479,172.654943,34.110113,120.45354,54.873848,113.990809,145.609445,68.22919,132.99442,193.930691
2.62802,183.853273,176.769452,33.781273,121.020298,54.713883,116.132771,148.493579,68.237696,133.882721,197.717463
2.63522,187.218708,180.118088,33.46391,121.152399,54.448974,117.796268,150.753739,68.071613,134.348683,200.624908
2.64242,189.72023,182.614272,33.158389,120.820353,54.074833,118.936633,152.327533,67.720755,134.358912,202.573577
2.64962,191.293363,184.190075,32.866612,120.008024,53.590741,119.521963,153.167104,67.179476,133.89067,203.507864
2.65682,191.894637,184.801089,32.591899,118.71448,52.997353,119.533483,153.24206,66.448651,132.936148,203.398291
2.66402,191.503223,184.430607,32.337009,116.946924,52.297092,118.966447,152.542361,65.533753,131.501589,202.241022
2.67122,190.12497,183.088051,32.102335,114.726636,51.496748,117.832026,151.077639,64.444006,129.603545,200.057688
2.67842,187.791839,180.804872,31.886778,112.092054,50.607632,116.155032,148.87525,63.193432,127.266011,196.895734
2.68562,184.557923,177.634218,31.689564,109.091886,49.641848,113.972824,145.979992,61.799776,124.524109,192.825128
2.69282,180.49814,173.647918,31.510654,105.775974,48.611193,111.333922,142.452048,60.281812,121.422276,187.932812
2.70002,175.705017,168.931928,31.34912,102.193039,47.528991,108.294603,138.363595,58.659729,118.011529,182.318283
2.70722,170.282634,163.583696,31.205103,98.397071,46.408936,104.91671,133.795653,56.957175,114.347024,176.092616
2.71442,164.339902,157.711261,31.078536,94.448387,45.263587,101.265395,128.834888,55.19962,110.488157,169.372741
2.72162,157.988639,151.427739,30.966942,90.409084,44.105928,97.406703,123.570946,53.411581,106.493085,162.276275
2.72882,151.341007,144.847202,30.865501,86.33591,42.949251,93.406005,118.095707,51.616522,102.415026,154.919676
2.73602,144.505643,138.080417,30.770428,82.283324,41.804237,89.32717,112.498277,49.836001,98.302037,147.417286
2.74322,137.585159,131.228689,30.680117,78.300455,40.679416,85.229024,106.860472,48.089014,94.199871,139.875235
2.75042,130.673003,124.383142,30.593196,74.424425,39.58346,81.163072,101.255998,46.390677,90.151234,132.387806
2.75762,123.852258,117.625477,30.508232,70.681334,38.524449,77.175358,95.75188,44.753785,86.193703,125.035571
2.76482,117.191628,111.027127,30.424829,67.092775,37.509133,73.306027,90.405597,43.189974,82.358539,117.886745
2.77202,110.747127,104.648297,30.344284,63.678634,36.543971,69.588296,85.263675,41.710424,78.672619,110.99746
2.77922,104.563617,98.538954,30.2673,60.455183,35.634292,66.047656,80.361881,40.321534,75.155688,104.411701
2.78642,98.677335,92.736984,30.193191,57.433729,34.783486,62.702627,75.726319,39.026194,71.819672,98.161362
2.79362,93.114079,87.266747,30.122634,54.620382,33.9923,59.564391,71.373639,37.825408,68.671819,92.269163
2.80082,87.889123,82.142734,30.056814,52.015828,33.26018,56.638484,67.312347,36.718014,65.718866,86.748115
2.80802,83.009825,77.369185,29.995116,49.616031,32.585767,53.92554,63.545419,35.699718,62.962886,81.601569
2.81522,78.476643,72.94371,29.934687,47.41288,31.968191,51.422648,60.072318,34.766071,60.400706,76.825957
2.82242,74.282487,68.859681,29.874076,45.396384,31.404365,49.124621,56.887586,33.914621,58.026238,72.413412
2.82962,70.413749,65.108221,29.813816,43.554412,30.890819,47.024155,53.97958,33.143687,55.833306,68.351374
2.83682,66.856938,61.675072,29.754088,41.875671,30.424483,45.110391,51.334268,32.45038,53.81222,64.623266
2.84402,63.59826,58.542592,29.69392,40.349889,30.001614,43.370219,48.93621,31.827677,51.950154,61.210096
2.85122,60.619798,55.692127,29.631762,38.965672,29.615591,41.788782,46.766969,31.266808,50.233242,58.091634
2.85842,57.900491,53.103826,29.566652,37.709735,29.260132,40.352082,44.805483,30.759268,48.648532,55.246729
2.86562,55.420481,50.758029,29.496106,36.569998,28.931528,39.047947,43.034338,30.296639,47.183571,52.655456
2.87282,53.159797,48.635194,29.416998,35.53531,28.627102,37.865871,41.43783,29.871929,45.827075,50.299709
2.88002,51.097705,46.716443,29.327693,34.595599,28.344986,36.795685,39.998363,29.481703,44.570301,48.161758
2.88722,49.215178,44.983003,29.228733,33.741318,28.083795,35.828309,38.6981,29.124682,43.406908,46.222037
2.89442,47.495972,43.416257,29.121687,32.963846,27.842425,34.954139,37.523796,28.799346,42.329835,44.460448
2.90162,45.925672,41.998163,29.007638,32.255871,27.617179,34.162444,36.464167,28.502688,41.329912,42.857504
2.90882,44.489355,40.713211,28.887182,31.611501,27.402098,33.443935,35.506263,28.228994,40.398222,41.395251
2.91602,43.171849,39.548497,28.760944,31.023244,27.192498,32.790101,34.637475,27.972176,39.527861,40.058173
2.92322,41.960187,38.491525,28.630909,30.483606,26.9875,32.192842,33.847815,27.729506,38.713091,38.834951
2.93042,40.845412,37.53028,28.499534,29.986177,26.788828,31.645907,33.130215,27.500171,37.949403,37.7175
2.93762,39.817886,36.653156,28.369617,29.525727,26.597643,31.145535,32.478144,27.283191,37.233713,36.698262
2.94482,38.868874,35.849659,28.243794,29.097178,26.415212,30.686812,31.88541,27.077767,36.563019,35.76807
2.95202,37.992351,35.110876,28.12344,28.696829,26.242139,30.263805,31.346907,26.884581,35.931971,34.917492
2.95922,37.184482,34.430335,28.007812,28.322837,26.077439,29.87084,30.857617,26.703548,35.335176,34.138315
2.96642,36.439515,33.802854,27.89541,27.974032,25.9182,29.50304,30.410087,26.531678,34.770421,33.422723
2.97362,35.752076,33.22362,27.784791,27.649387,25.763527,29.156608,29.996434,26.36579,34.23736,32.764119
2.98082,35.118165,32.686751,27.674356,27.347048,25.615272,28.829349,29.611115,26.204462,33.734888,32.158314
